STATION,STATION_NAME,DATE,TMAX,TMIN,TOBS
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930101,56,38,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930102,63,44,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930103,58,40,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930104,67,46,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930105,65,37,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930106,63,32,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930107,64,40,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930108,54,30,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930109,64,36,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930110,60,38,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930111,62,42,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930112,54,37,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930113,53,37,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930114,56,39,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930115,45,32,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930116,46,35,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930117,57,42,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930118,64,39,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930119,46,28,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930120,43,29,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930121,51,32,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930122,58,36,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930123,59,35,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930124,62,36,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930125,66,44,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930126,65,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930127,63,52,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930128,70,51,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930129,67,51,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930130,73,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930131,72,49,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930201,72,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930202,76,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930203,66,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930204,70,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930205,72,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930206,72,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930207,67,40,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930208,62,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930209,74,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930210,70,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930211,76,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930212,70,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930213,72,59,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930214,74,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930215,76,66,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930216,78,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930217,68,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930218,62,45,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930219,67,42,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930220,70,52,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930221,68,46,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930222,64,44,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930223,70,54,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930224,74,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930225,70,52,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930226,67,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930227,76,67,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930228,70,53,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930301,68,56,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930302,76,66,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930303,70,56,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930304,79,30,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930305,60,32,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930306,68,38,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930307,70,43,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930308,74,52,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930309,72,48,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930310,79,63,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930311,72,58,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930312,75,49,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930313,75,58,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930314,73,53,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930315,64,45,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930316,63,51,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930317,61,42,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930318,53,37,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930319,64,48,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930320,67,55,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930321,77,38,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930322,76,63,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930323,80,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930324,87,63,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930325,75,53,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930326,75,51,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930327,66,46,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930328,73,47,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930329,61,42,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930330,62,44,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930331,72,51,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930401,76,62,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930402,80,56,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930403,80,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930404,85,63,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930405,84,64,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930406,82,65,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930407,83,64,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930408,83,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930409,84,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930410,86,-9999,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930411,85,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930412,85,64,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930413,90,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930414,86,39,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930415,63,38,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930416,71,51,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930417,72,51,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930418,81,41,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930419,82,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930420,70,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930421,78,56,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930422,70,56,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930423,80,63,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930424,82,66,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930425,84,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930426,85,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930427,84,66,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930428,85,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930429,86,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930430,85,79,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930501,86,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930502,76,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930503,75,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930504,80,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930505,81,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930506,86,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930507,87,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930508,87,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930509,82,65,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930510,82,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930511,80,62,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930512,85,67,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930513,82,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930514,81,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930515,82,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930516,83,62,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930517,78,58,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930518,80,59,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930519,84,54,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930520,84,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930521,86,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930522,88,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930523,87,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930524,91,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930525,93,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930526,91,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930527,93,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930528,91,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930529,88,63,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930530,92,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930531,87,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930601,88,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930602,90,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930603,93,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930604,88,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930605,92,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930606,76,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930607,74,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930608,84,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930609,87,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930610,88,67,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930611,87,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930612,87,69,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930613,90,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930614,86,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930615,90,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930616,93,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930617,94,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930618,88,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930619,90,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930620,90,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930621,93,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930622,94,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930623,93,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930624,96,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930625,96,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930626,99,77,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930627,96,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930628,93,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930629,91,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930630,94,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930701,93,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930702,93,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930703,93,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930704,93,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930705,92,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930706,93,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930707,92,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930708,94,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930709,93,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930710,91,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930711,89,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930712,90,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930713,91,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930714,93,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930715,91,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930716,93,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930717,94,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930718,91,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930719,89,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930720,-9999,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930721,89,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930722,93,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930723,91,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930724,94,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930725,94,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930726,94,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930727,94,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930728,94,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930729,93,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930730,92,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930731,94,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930801,82,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930802,91,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930803,92,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930804,88,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930805,86,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930806,86,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930807,85,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930808,88,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930809,88,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930810,89,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930811,87,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930812,88,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930813,88,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930814,88,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930815,90,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930816,91,76,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930817,91,77,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930818,91,77,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930819,90,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930820,91,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930821,86,65,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930822,88,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930823,92,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930824,92,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930825,91,79,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930826,93,75,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930827,92,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930828,92,77,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930829,89,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930830,88,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930831,89,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930901,89,73,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930902,90,72,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930904,92,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930905,88,62,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930906,80,58,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930907,80,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930908,77,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930909,80,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930910,88,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930911,89,78,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930912,89,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930913,90,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930914,93,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930915,92,74,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930916,93,71,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930917,87,64,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930918,90,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930919,91,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930920,90,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930921,95,67,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930922,92,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930923,92,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930925,-9999,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930927,85,58,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930928,85,62,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930929,86,65,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18930930,85,66,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931001,81,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931002,84,70,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931003,85,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931004,74,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931005,84,68,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931006,72,56,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931007,75,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931008,76,55,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931009,81,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931010,85,65,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931011,84,65,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931012,83,55,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931013,70,56,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931014,72,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931015,68,46,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931016,70,49,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931017,71,58,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931018,73,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931019,78,57,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931020,78,58,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931021,77,55,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931022,73,47,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931023,74,49,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931024,77,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931025,79,52,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931026,80,61,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931027,72,51,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931028,71,49,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931029,66,46,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931030,60,42,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931031,68,45,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931101,73,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931102,79,53,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931103,80,54,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931104,78,59,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931105,68,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931106,60,42,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931107,67,44,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931108,68,33,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931110,-9999,78,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931111,71,48,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931112,71,44,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931113,73,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931114,-9999,38,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931115,59,35,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931116,67,35,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931117,76,60,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931118,71,65,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931119,67,-9999,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931120,72,35,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931121,74,47,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931122,73,50,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931123,60,34,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931124,50,33,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931125,50,45,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931126,70,45,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931127,64,35,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931128,67,42,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931129,73,49,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931130,74,62,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931201,75,-9999,-9999
GHCND:USW00012930,NEW ORLEANS AUDUBON LA US,18931202,75,62,-9999
