date,height,lat,lon,tas,GFDL-CM4,BCC-CSM2-MR,BCC-ESM1,CESM2-WACCM,CESM2,SAM0-UNICON,CanESM5,INM-CM4-8,INM-CM5-0,GFDL-ESM4,NorESM2-LM,FGOALS-g3,FGOALS-f3-L,NorESM2-MM,CESM2-FV2,KIOST-ESM,CMCC-CM2-SR5,TaiESM1,NorCPM1,IPSL-CM5A2-INCA,CMCC-CM2-HR4,CMCC-ESM2
1994-02-03 12:00:00,2.0,29.000000000000004,-91.25,282.91418,282.91418,288.77594,290.58185,284.67508,282.05557,287.32867,291.91022,294.5079,290.56342,289.16022,294.6051,278.8116,290.34082,280.62567,282.28766,286.22635,283.39352,290.69135,279.52304,285.91504,290.77466,289.63184
1994-02-04 12:00:00,2.0,29.000000000000004,-91.25,286.72714,286.72714,289.79837,290.8721,283.01193,283.61484,288.48013,292.25952,290.67834,288.92725,291.51602,290.19574,276.6902,286.84784,283.8842,285.89008,283.65674,284.87094,289.67447,281.08624,287.50952,291.35284,287.60123
1994-02-05 12:00:00,2.0,29.000000000000004,-91.25,285.6732,285.6732,289.68896,286.04382,283.97983,289.14328,291.09534,292.3488,281.60434,291.10495,292.09055,291.645,279.34436,289.33765,286.9712,291.18384,280.0094,288.43805,283.1328,282.47287,286.19708,291.70178,286.95898
1994-02-06 12:00:00,2.0,29.000000000000004,-91.25,285.06366,285.06366,289.69675,286.4214,287.0824,281.8757,291.9868,292.57224,284.2746,287.95227,290.05936,294.48926,284.3198,288.5678,288.9776,292.5908,280.15262,287.37808,285.6583,285.37997,284.0751,291.95413,287.54688
1994-02-07 12:00:00,2.0,29.000000000000004,-91.25,279.66092,279.66092,292.10468,288.8056,288.06134,283.52994,291.73984,288.32834,286.66504,291.21542,281.19153,294.9125,285.6112,288.5269,289.10828,292.06897,286.13885,284.73782,289.46603,290.612,287.1194,289.4141,284.59375
1994-02-08 12:00:00,2.0,29.000000000000004,-91.25,278.487,278.487,282.6739,288.44235,287.9742,288.19855,291.3359,288.32938,285.8808,289.55038,278.70862,294.66562,282.9024,290.48938,288.93878,291.69812,291.62888,281.9655,290.79062,286.0564,289.02277,287.21188,285.5527
1994-02-09 12:00:00,2.0,29.000000000000004,-91.25,284.39996,284.39996,276.4325,287.1819,288.54065,290.94333,292.71475,287.69684,282.71085,289.98383,279.82257,295.2849,283.5042,290.16006,290.6838,289.7621,291.46304,281.4613,292.81537,283.86902,283.9434,290.23932,287.79807
1994-02-10 12:00:00,2.0,29.000000000000004,-91.25,283.9594,283.9594,276.14285,290.53983,290.62073,291.86362,292.63126,287.2572,284.8176,290.9489,287.78583,294.8139,285.36826,289.87366,291.53122,292.94727,285.39532,285.40738,291.33136,283.48627,276.10526,292.77396,286.39
1994-02-11 12:00:00,2.0,29.000000000000004,-91.25,279.74356,279.74356,276.3181,291.4259,289.0692,290.76617,293.0789,287.39392,289.87817,290.26596,286.67593,294.86615,284.83148,289.98193,288.59982,287.55753,280.1317,288.05237,283.5118,288.6586,274.76184,293.04242,286.80923
1994-02-12 12:00:00,2.0,29.000000000000004,-91.25,280.2791,280.2791,281.79745,288.7821,287.0009,288.12036,285.6528,288.3485,291.682,290.0035,283.93463,295.1895,286.97858,290.66635,289.43832,286.28973,279.55386,289.82117,281.92007,288.38852,284.77673,290.85052,289.20142
1994-02-13 12:00:00,2.0,29.000000000000004,-91.25,283.5195,283.5195,284.96567,287.29898,287.17416,288.52884,284.54974,288.3407,293.25476,288.63358,287.55698,295.4072,286.1671,291.01715,289.52582,288.11707,280.36554,287.40417,283.99225,289.45328,289.62582,290.2374,288.84033
1994-02-14 12:00:00,2.0,29.000000000000004,-91.25,287.13315,287.13315,287.84924,290.35257,289.20767,289.8278,290.2034,289.04407,292.62354,288.39362,290.6618,295.81393,283.85284,290.78494,291.9045,283.41144,281.65067,284.99866,289.9151,288.58292,285.8918,289.34323,288.6286
1994-02-15 12:00:00,2.0,29.000000000000004,-91.25,287.8726,287.8726,285.5098,291.60904,290.717,293.4379,291.73703,286.08914,288.0345,289.6426,281.66272,295.31137,283.6952,292.6093,291.80026,280.7406,282.4494,279.6801,292.26288,287.66016,285.10687,291.00168,291.00107
1994-02-16 12:00:00,2.0,29.000000000000004,-91.25,287.15027,287.15027,280.40854,290.52658,291.69534,292.1737,293.26486,285.18573,287.33652,285.4446,280.77634,293.41437,288.6593,291.3559,290.21548,283.94122,281.92178,280.38663,293.8088,291.6473,283.24692,292.26276,292.8227
1994-02-17 12:00:00,2.0,29.000000000000004,-91.25,286.8926,286.8926,281.0363,289.9478,292.04236,292.95865,287.52753,286.2893,293.27798,286.68347,283.32935,294.63077,289.26443,285.4248,290.52206,289.0913,282.6575,282.40567,290.12247,292.0609,283.18182,289.73862,293.63083
1994-02-18 12:00:00,2.0,29.000000000000004,-91.25,287.39786,287.39786,286.3299,289.29153,289.61093,286.16293,284.69986,287.7159,286.33557,292.5717,285.42932,294.9397,289.2865,284.94766,292.54785,292.02145,282.22568,288.04697,287.5735,289.4375,285.12524,287.87332,292.2384
1994-02-19 12:00:00,2.0,29.000000000000004,-91.25,286.76172,286.76172,289.49594,290.15485,289.7981,284.5505,286.4895,289.3565,285.82053,289.80878,285.25317,293.85803,290.1518,286.6186,292.11725,285.65756,284.4507,285.93396,289.1303,288.3929,290.55203,288.77478,280.09933
1994-02-20 12:00:00,2.0,29.000000000000004,-91.25,287.86176,287.86176,290.44482,290.45224,290.7009,285.50757,291.99908,291.47656,288.6269,286.30084,281.88672,291.61722,290.37943,286.65698,293.78967,284.3996,289.52887,279.56946,292.73618,287.95523,289.65518,284.79764,279.2663
1994-02-21 12:00:00,2.0,29.000000000000004,-91.25,289.31125,289.31125,289.83334,290.18884,292.49966,290.5694,293.37082,292.22733,292.41174,283.5251,279.14725,284.1053,286.47235,289.0297,293.33765,285.79895,289.93213,283.93835,292.74268,289.54596,286.81247,285.75177,282.34863
1994-02-22 12:00:00,2.0,29.000000000000004,-91.25,289.6485,289.6485,290.41708,289.36377,294.1068,292.34903,283.94577,289.6548,293.39755,284.43546,282.19278,280.46732,284.13278,290.59183,293.57718,285.05746,288.04483,291.0986,290.38095,290.65155,282.07834,285.15585,287.11108
1994-02-23 12:00:00,2.0,29.000000000000004,-91.25,287.96957,287.96957,290.4368,289.95087,294.32388,291.9318,281.12036,289.08914,293.5253,287.9491,285.16156,282.4925,286.04794,289.46878,292.67026,290.15378,285.80164,291.8104,290.27878,286.56595,281.11453,282.96152,289.22824
1994-02-24 12:00:00,2.0,29.000000000000004,-91.25,284.6871,284.6871,284.8254,289.9069,294.05765,293.46808,280.5602,287.03262,293.961,292.4186,284.3445,285.95224,288.2941,286.4356,289.77667,291.82135,283.84073,289.9359,289.74472,284.25342,284.6226,279.611,286.88657
1994-02-25 12:00:00,2.0,29.000000000000004,-91.25,287.04022,287.04022,282.62506,290.09335,293.8333,288.69205,283.61288,287.8798,294.79388,293.37973,284.94672,289.41663,289.93918,286.13608,288.80457,290.94968,283.07303,288.54062,290.2181,283.97748,287.8844,277.11502,288.02396
1994-02-26 12:00:00,2.0,29.000000000000004,-91.25,289.8409,289.8409,281.85043,289.51407,293.71924,290.8021,286.2795,288.81287,286.73334,293.70782,289.87524,292.9263,291.14487,289.3885,291.23868,285.41983,281.02057,289.72202,288.79572,285.43347,292.10184,277.6572,289.77225
1994-02-27 12:00:00,2.0,29.000000000000004,-91.25,282.2811,282.2811,281.5641,291.36432,293.3051,289.6951,285.73166,287.90582,285.72684,294.25275,287.6797,293.8224,286.25482,290.5833,288.9312,286.34424,281.52454,292.53534,290.04828,288.1584,292.96515,284.01178,288.13138
1994-02-28 12:00:00,2.0,29.000000000000004,-91.25,282.0158,282.0158,281.26617,292.61194,294.1675,292.63928,284.29398,286.8698,293.50403,294.15314,277.43973,294.70016,282.68335,291.1918,290.16534,289.38245,280.94156,289.00128,288.5465,288.68512,288.65424,282.50452,288.52484
1994-03-01 12:00:00,2.0,29.000000000000004,-91.25,279.33902,279.33902,284.15833,291.9022,294.05673,288.42865,285.59952,291.28403,294.49976,288.53046,281.90854,294.9647,283.94556,290.62183,293.19922,292.00946,281.72986,287.31055,289.4368,288.71216,288.423,279.54584,290.47745
1994-03-02 12:00:00,2.0,29.000000000000004,-91.25,280.53308,280.53308,287.0127,291.40973,294.4427,278.49063,287.0327,289.24942,294.67734,284.6863,288.6932,295.01077,287.13687,291.17703,292.02048,292.56906,283.97708,286.48666,289.49533,289.22183,290.97687,277.67252,293.27917
1994-03-03 12:00:00,2.0,29.000000000000004,-91.25,284.57202,284.57202,282.48245,289.50882,294.56067,279.35294,288.82034,289.38998,294.15274,288.48645,291.62454,295.20236,290.6827,291.50583,288.7015,288.38437,286.51895,287.14737,290.9766,289.65454,293.5292,278.4105,290.5906
1994-03-04 12:00:00,2.0,29.000000000000004,-91.25,285.40814,285.40814,277.59076,288.45035,287.18597,285.86508,290.2534,289.6096,294.21533,289.7497,288.95282,294.8774,287.88913,289.685,287.51364,285.03903,284.67093,289.51764,291.01755,290.50027,294.46896,283.51782,291.6881
1994-03-05 12:00:00,2.0,29.000000000000004,-91.25,289.28265,289.28265,279.71573,288.1389,287.92578,289.8145,289.16364,290.39062,294.2373,291.75238,282.88623,294.97437,285.4763,286.6921,289.42078,287.67523,285.46924,290.057,290.84518,290.66284,294.01318,290.52527,291.7296
1994-03-06 12:00:00,2.0,29.000000000000004,-91.25,292.2437,292.2437,280.8475,288.1108,292.7733,280.39755,286.6035,291.1211,293.61542,292.8772,288.94278,295.0577,287.43234,287.94775,292.10117,286.03778,286.28494,291.22665,291.22586,290.53107,294.71252,287.95822,288.19855
1994-03-07 12:00:00,2.0,29.000000000000004,-91.25,291.19333,291.19333,281.1806,288.90936,294.0477,284.07516,285.21445,290.73462,294.6361,293.73456,281.02148,295.05435,289.34998,288.35297,289.58704,283.0423,285.6532,293.43356,291.23538,291.77426,295.4208,284.90735,291.5548
1994-03-08 12:00:00,2.0,29.000000000000004,-91.25,292.33316,292.33316,282.71637,289.89148,294.2176,289.54715,285.5109,292.82416,295.1816,293.98468,280.75528,295.49146,289.43637,289.2072,288.908,287.2338,285.76355,290.31647,292.82578,291.26166,294.6602,284.96594,290.8119
1994-03-09 12:00:00,2.0,29.000000000000004,-91.25,292.89246,292.89246,286.41394,291.10718,294.18622,283.5125,287.2084,291.4135,295.14868,293.4886,287.46512,296.18073,287.5705,288.87518,289.20657,285.94797,288.1208,292.46924,293.0381,287.77466,293.99637,285.82947,285.6134
1994-03-10 12:00:00,2.0,29.000000000000004,-91.25,293.03665,293.03665,278.33798,289.88443,294.73,278.15015,289.82205,288.42914,293.9152,293.0022,290.94885,296.39233,287.76462,289.80804,290.01382,287.39737,291.74243,288.44284,292.7393,290.6851,293.8305,286.18903,288.5863
1994-03-11 12:00:00,2.0,29.000000000000004,-91.25,286.9515,286.9515,282.74524,290.07394,294.59473,281.76202,288.83002,288.40927,287.12177,292.86966,286.6279,296.2049,289.07263,291.2089,291.33533,292.55997,290.6306,291.82,288.84503,290.59424,293.27142,286.7138,291.7737
1994-03-12 12:00:00,2.0,29.000000000000004,-91.25,288.1779,288.1779,289.06464,290.96854,294.3779,286.74448,290.35995,290.50586,288.38934,293.12732,276.6092,296.4611,285.77402,291.397,292.9942,293.52048,289.54044,291.05014,288.6078,289.11423,284.3023,287.65262,292.7782
1994-03-13 12:00:00,2.0,29.000000000000004,-91.25,291.45142,291.45142,290.68826,292.82117,295.1087,289.8574,291.0389,292.46014,289.284,293.82605,277.4866,296.49994,286.81763,292.88235,293.2431,293.83817,289.5843,285.61026,287.6383,289.9875,283.5671,289.39905,293.52634
1994-03-14 12:00:00,2.0,29.000000000000004,-91.25,291.49182,291.49182,292.5909,291.90244,294.8601,290.72043,291.60025,293.57605,291.41162,293.6529,279.0924,295.95816,282.01703,291.83533,290.87692,293.93698,289.93546,287.94525,287.46484,289.54712,286.52322,292.02222,294.1619
1994-03-15 12:00:00,2.0,29.000000000000004,-91.25,292.0901,292.0901,288.96957,292.41754,289.7515,286.3482,293.19943,293.94202,293.81943,293.65677,280.80826,293.0931,284.5229,289.20755,288.98007,292.5635,291.18704,289.5489,289.06793,289.5397,287.02463,292.94107,292.97253
1994-03-16 12:00:00,2.0,29.000000000000004,-91.25,291.24567,291.24567,280.61142,292.9421,291.79935,287.0595,288.31866,294.255,294.56567,293.1933,280.57938,290.44922,289.2294,289.25378,291.5179,292.94412,283.43774,290.06094,290.61002,290.03568,287.58066,293.08,290.54477
1994-03-17 12:00:00,2.0,29.000000000000004,-91.25,291.93597,291.93597,281.4918,291.23688,292.7725,286.99088,288.49533,292.7756,294.5341,292.75052,287.97424,294.02927,286.93753,289.6651,293.17813,292.32468,281.44553,292.04303,289.8017,291.0665,287.87753,292.95517,290.47156
1994-03-18 12:00:00,2.0,29.000000000000004,-91.25,289.72928,289.72928,286.73877,291.70062,288.12878,287.34088,286.14972,290.9709,295.3886,291.94214,283.54456,294.95523,285.2091,288.67078,288.65503,293.91168,285.5951,293.12338,291.25406,290.2232,288.5958,294.7415,293.4053
1994-03-19 12:00:00,2.0,29.000000000000004,-91.25,287.87827,287.87827,290.60446,288.4465,290.48032,288.11798,288.8207,289.57144,294.8808,291.44284,281.2357,295.71848,287.0993,290.3946,287.03806,292.07748,289.08936,293.05545,292.08096,289.8242,290.5805,293.93448,292.15332
1994-03-20 12:00:00,2.0,29.000000000000004,-91.25,290.94904,290.94904,291.9958,289.1468,294.27374,289.02655,289.7902,289.03848,291.77148,291.07687,280.06937,296.21854,287.75446,288.09616,289.0742,286.81046,291.3546,293.05396,290.9919,290.58047,290.92514,288.88602,290.0346
1994-03-21 12:00:00,2.0,29.000000000000004,-91.25,293.07312,293.07312,290.13013,288.77917,294.22076,288.31125,290.84827,290.19608,292.2801,291.58453,282.7503,295.3817,283.94653,287.42432,289.87128,287.78867,292.25433,292.71637,289.19507,291.26105,292.88968,288.51752,289.87668
1994-03-22 12:00:00,2.0,29.000000000000004,-91.25,290.3211,290.3211,292.37762,288.4922,286.11597,290.44427,292.49777,293.47186,294.52173,292.78708,284.60147,291.80618,285.56772,288.3027,287.19745,289.2238,287.91272,293.92136,286.97702,293.1816,294.38843,293.1762,291.3342
1994-03-23 12:00:00,2.0,29.000000000000004,-91.25,287.59064,287.59064,291.3255,289.44864,287.66278,292.0033,294.27664,289.23822,293.66934,292.60556,289.1266,291.09457,288.96228,289.02142,289.6322,290.1412,284.12848,294.43033,287.27496,293.0525,293.83795,290.9959,288.04684
1994-03-24 12:00:00,2.0,29.000000000000004,-91.25,289.20074,289.20074,284.5752,292.3579,289.48965,291.77737,293.39447,288.7187,295.70703,291.46234,290.9239,292.73474,285.49332,289.65356,293.30087,291.4438,285.31683,294.3745,290.0275,292.72476,287.91095,287.55383,285.0466
1994-03-25 12:00:00,2.0,29.000000000000004,-91.25,288.53558,288.53558,286.96414,291.05414,290.788,292.5881,293.4233,292.0216,293.92142,289.9344,285.45224,294.00708,287.3888,290.3681,293.87497,292.21167,286.20502,294.13345,292.40833,292.56924,285.32846,287.95563,288.71536
1994-03-26 12:00:00,2.0,29.000000000000004,-91.25,285.73846,285.73846,291.28568,291.64883,291.5244,293.15372,293.7069,294.50873,289.36084,291.42688,287.4168,294.38828,287.48856,291.55133,294.16162,293.02676,286.97192,294.7197,292.26727,292.62314,287.781,290.01993,291.1179
1994-03-27 12:00:00,2.0,29.000000000000004,-91.25,287.8866,287.8866,287.90848,293.43344,292.10062,293.06458,292.7398,289.41846,293.50998,292.42978,291.04068,294.84848,282.19965,292.33984,294.97763,294.7218,287.70273,294.11868,291.70108,292.98212,289.62585,293.41302,291.77017
1994-03-28 12:00:00,2.0,29.000000000000004,-91.25,289.84454,289.84454,286.88257,293.284,292.21295,290.9479,292.64047,288.6605,294.87073,292.42487,291.08273,295.5772,283.65344,292.29578,294.832,293.9664,288.0406,293.36163,292.1354,292.92264,291.17923,292.67648,291.33603
1994-03-29 12:00:00,2.0,29.000000000000004,-91.25,290.65176,290.65176,292.6848,294.11343,292.72318,288.36996,293.28168,291.7614,292.11444,292.1232,285.97443,295.75375,286.13782,292.2538,293.5409,291.9281,288.90942,294.32916,291.69843,293.50342,291.84982,293.01358,291.354
1994-03-30 12:00:00,2.0,29.000000000000004,-91.25,284.33368,284.33368,291.0071,294.1232,293.99448,290.464,293.8991,291.34174,289.17615,292.48334,288.4445,296.08304,285.9234,291.96167,291.02194,291.3071,290.19446,291.11557,292.347,294.21094,292.2646,294.25516,291.75092
1994-03-31 12:00:00,2.0,29.000000000000004,-91.25,286.45618,286.45618,288.96292,291.4306,295.181,293.73627,294.54425,289.8635,289.89764,293.17844,292.6953,296.43204,287.4849,290.32895,292.5905,293.62863,290.83966,289.8491,293.1169,294.13025,292.61426,292.32507,293.06876
1994-04-01 12:00:00,2.0,29.000000000000004,-91.25,287.66998,287.66998,288.2847,290.1999,295.96744,290.50494,295.16193,289.69418,290.49716,294.41675,291.6975,295.0233,289.2152,289.5497,293.76636,290.44247,290.0199,292.1655,293.49377,293.30807,293.02435,289.63455,294.11014
1994-04-02 12:00:00,2.0,29.000000000000004,-91.25,285.4503,285.4503,288.86945,291.28485,296.02298,288.85513,295.1887,291.01257,291.25018,295.4645,281.15536,294.547,286.72623,290.2521,293.75348,291.94037,285.74887,289.31528,292.49258,293.17096,291.77386,290.35904,293.97043
1994-04-03 12:00:00,2.0,29.000000000000004,-91.25,286.50406,286.50406,292.76086,293.29218,296.85983,290.83533,295.7001,292.28577,293.87756,295.0289,280.25864,295.24347,286.37576,290.66217,295.13605,293.353,286.25082,290.18936,291.87344,293.49915,292.62885,290.54074,294.55737
1994-04-04 12:00:00,2.0,29.000000000000004,-91.25,289.75955,289.75955,290.2199,292.3049,295.7249,292.91537,295.25803,292.66327,294.94934,294.04742,283.48962,295.78333,289.37277,291.83954,293.18762,293.92438,288.09738,292.20627,291.04507,293.7937,293.21375,291.85028,294.36456
1994-04-05 12:00:00,2.0,29.000000000000004,-91.25,290.3251,290.3251,289.84393,291.13678,296.18457,294.4502,295.54996,292.55988,295.6299,295.08063,290.25735,297.04752,290.9614,292.33173,292.90277,291.90988,289.2049,293.60925,293.67932,293.55423,291.5816,292.03436,294.56375
1994-04-06 12:00:00,2.0,29.000000000000004,-91.25,290.27115,290.27115,292.74402,291.67038,296.30417,293.94644,295.66397,293.56693,294.38843,295.9335,292.2122,296.87048,291.35367,291.81915,293.95483,292.26343,289.91672,293.2238,294.19446,293.512,293.58533,291.91183,292.3202
1994-04-07 12:00:00,2.0,29.000000000000004,-91.25,290.61728,290.61728,293.09558,292.73346,296.43045,292.08066,295.37927,294.44254,291.4551,293.64282,292.8357,297.0854,289.54504,292.42374,293.943,293.0865,289.2215,292.0823,294.75238,294.6045,295.00732,292.99072,292.37585
1994-04-08 12:00:00,2.0,29.000000000000004,-91.25,291.37805,291.37805,293.9909,288.94434,296.58615,292.0342,295.39285,293.53033,293.00385,291.46606,293.4825,297.23163,289.07962,289.90125,294.15826,293.68466,291.49805,292.24524,293.08215,295.3426,294.6611,293.43414,293.27725
1994-04-09 12:00:00,2.0,29.000000000000004,-91.25,292.07578,292.07578,294.3544,289.76086,296.96152,293.43738,295.611,293.455,294.16302,290.7047,294.30594,297.24347,289.80072,290.76804,294.44827,294.4686,293.3445,292.60983,293.65952,295.0686,292.0297,292.50494,294.17575
1994-04-10 12:00:00,2.0,29.000000000000004,-91.25,292.5104,292.5104,295.31833,290.48984,296.4556,294.43585,293.49387,294.38828,295.50433,291.45935,294.87576,296.90027,291.8382,290.37033,295.40927,295.2433,293.16153,293.05533,293.21103,294.68008,290.57413,291.876,293.69513
1994-04-11 12:00:00,2.0,29.000000000000004,-91.25,292.79123,292.79123,293.70206,291.7118,296.2144,295.01523,292.1423,295.29202,287.83044,292.00784,295.60446,296.09308,292.63504,290.91763,295.61642,295.37338,292.77753,294.19446,293.4698,294.2922,290.10538,293.2587,293.3339
1994-04-12 12:00:00,2.0,29.000000000000004,-91.25,293.75696,293.75696,286.08505,291.7825,296.7884,295.3825,292.39816,294.411,287.24414,292.66574,293.82858,295.4651,291.8158,292.18854,295.06345,293.8758,293.66028,294.81216,293.8465,294.55353,292.3788,294.123,294.50034
1994-04-13 12:00:00,2.0,29.000000000000004,-91.25,294.44174,294.44174,285.63013,292.31863,296.83447,295.3713,293.9209,295.37277,290.75095,293.232,291.64584,294.35144,291.12958,292.96335,294.93716,293.8941,293.7366,295.79517,294.32834,294.32205,293.34592,295.0401,292.38513
1994-04-14 12:00:00,2.0,29.000000000000004,-91.25,294.85455,294.85455,289.37653,292.5068,296.14624,294.8599,294.88754,294.86765,293.84943,294.86258,294.30878,294.44217,288.92276,290.97443,294.80634,291.7313,293.68457,295.66742,289.35406,294.8754,293.5666,293.30737,290.30496
1994-04-15 12:00:00,2.0,29.000000000000004,-91.25,294.57874,294.57874,289.46606,292.5497,295.28067,294.61533,295.395,291.9279,295.8158,295.51593,295.57953,294.83838,288.65244,293.159,295.2288,291.20782,293.28653,296.07657,289.92578,295.8785,294.60468,294.84183,290.08563
1994-04-16 12:00:00,2.0,29.000000000000004,-91.25,294.4709,294.4709,290.0742,293.56824,294.98233,294.0233,294.89594,289.43777,295.7297,295.54068,294.8556,295.67603,290.06552,288.41476,294.84183,292.05676,292.9158,296.91382,291.64694,295.80493,296.09317,296.45752,292.31345
1994-04-17 12:00:00,2.0,29.000000000000004,-91.25,294.95535,294.95535,293.19675,293.35553,296.2347,290.04596,295.28934,288.9716,295.11136,295.59717,295.5153,295.54532,290.90314,287.55246,294.26425,294.42783,292.35187,296.66544,290.5064,295.62146,296.2234,295.52515,293.41995
1994-04-18 12:00:00,2.0,29.000000000000004,-91.25,294.52155,294.52155,295.04855,293.09,296.97757,291.78088,295.02063,289.86786,294.57343,295.76215,293.45404,295.79462,291.37143,288.74194,294.65805,295.20306,291.97845,297.09882,292.0225,295.04285,294.04297,294.57632,294.49457
1994-04-19 12:00:00,2.0,29.000000000000004,-91.25,288.18793,288.18793,294.35254,294.2113,296.94473,295.21082,295.1792,290.1737,294.79697,295.85028,289.21674,296.89478,290.83383,291.45834,294.61313,295.1703,291.77063,297.01285,295.49176,294.71463,296.16104,296.21667,293.714
1994-04-20 12:00:00,2.0,29.000000000000004,-91.25,286.82858,286.82858,294.44183,294.75854,296.88586,296.7749,296.4057,290.3365,294.63608,295.25705,290.20975,297.046,291.372,292.53537,294.88065,294.9811,290.81897,295.39096,294.07642,295.744,293.90045,296.68344,294.15738
1994-04-21 12:00:00,2.0,29.000000000000004,-91.25,288.94153,288.94153,294.25278,293.81293,296.56436,296.1062,296.19928,290.48538,294.94016,295.0425,291.5397,296.30048,291.6924,292.71323,295.18658,295.2758,290.30603,295.51947,293.81302,296.68762,292.13983,294.54913,293.97894
1994-04-22 12:00:00,2.0,29.000000000000004,-91.25,290.86844,290.86844,293.55435,292.48615,296.3805,295.8909,296.32764,292.09048,295.42618,296.54037,287.01306,295.19885,292.57797,292.92386,295.66943,295.98804,289.93106,296.0173,293.25494,296.0051,293.4614,288.6158,293.95328
1994-04-23 12:00:00,2.0,29.000000000000004,-91.25,293.0066,293.0066,293.25638,292.47543,296.67352,295.51074,296.306,293.53366,295.2979,295.20618,287.66428,295.33438,292.8977,294.08707,296.0444,294.69193,291.25903,294.72162,293.7206,295.6819,294.2829,289.48535,293.86176
1994-04-24 12:00:00,2.0,29.000000000000004,-91.25,293.7338,293.7338,293.88727,293.00626,297.0812,295.16125,296.70312,293.86243,295.49194,293.4466,289.7496,295.76706,292.33853,294.08932,296.05313,293.14197,290.95645,293.4583,293.51117,291.83896,294.57718,290.36795,294.29102
1994-04-25 12:00:00,2.0,29.000000000000004,-91.25,292.6627,292.6627,294.3224,293.56058,297.07114,295.56305,296.45578,292.82324,295.74942,293.151,290.17773,296.0712,292.43002,293.4775,295.63275,294.04367,291.90637,293.79523,293.89713,290.36813,295.34363,290.99286,295.17517
1994-04-26 12:00:00,2.0,29.000000000000004,-91.25,292.67554,292.67554,294.59576,294.7702,297.4808,296.13547,296.70303,293.04245,295.87393,293.38425,292.10333,296.47983,292.2826,293.223,293.8589,295.1104,291.41818,295.17358,294.44104,292.39545,294.03986,292.47702,295.82184
1994-04-27 12:00:00,2.0,29.000000000000004,-91.25,292.5806,292.5806,294.93994,295.54193,297.47278,296.49677,296.73413,294.3346,295.99048,291.81662,293.11426,296.49667,292.67764,293.53464,293.2084,295.85007,291.95932,294.73758,295.94672,294.55554,294.30185,294.63452,295.51532
1994-04-28 12:00:00,2.0,29.000000000000004,-91.25,290.10062,290.10062,294.16162,295.60394,297.80594,295.908,297.18213,293.9539,296.31577,292.09656,294.59265,296.6944,292.24374,293.40244,294.52466,295.66968,293.7335,294.04727,296.32925,295.1705,294.601,294.45993,295.47476
1994-04-29 12:00:00,2.0,29.000000000000004,-91.25,291.02917,291.02917,293.47156,295.81104,297.78107,296.32547,296.91672,293.73846,291.8005,293.61188,294.4228,296.69577,293.07227,294.46225,295.2706,295.48993,293.86557,294.4846,296.35342,294.14203,294.39938,294.0291,295.61035
1994-04-30 12:00:00,2.0,29.000000000000004,-91.25,293.4852,293.4852,290.00586,294.79373,297.9802,296.2916,296.5081,293.45724,289.8387,294.6801,292.93857,296.7455,293.1678,294.93857,295.66626,295.071,293.19318,295.2644,295.71408,291.98767,294.62634,294.0495,295.87756
1994-05-01 12:00:00,2.0,29.000000000000004,-91.25,292.3623,292.3623,291.6256,295.36212,298.24222,296.917,297.07986,293.96445,292.13782,295.8822,292.88086,296.3701,292.7816,294.21405,295.72537,295.0552,292.438,295.98083,295.70947,292.73602,290.41898,294.51028,296.34192
1994-05-02 12:00:00,2.0,29.000000000000004,-91.25,290.33203,290.33203,294.63144,296.13672,298.51007,296.92633,297.30203,294.4149,292.87555,295.9182,293.70258,295.9321,292.23618,294.73877,295.4915,295.33698,292.4514,296.00128,295.09894,293.77713,290.32858,294.6681,296.86993
1994-05-03 12:00:00,2.0,29.000000000000004,-91.25,290.71393,290.71393,294.89917,295.93698,298.2698,297.02124,296.9138,295.3005,294.18454,292.4281,294.43793,295.85092,292.91376,294.42102,294.46466,295.83997,292.76062,296.4808,295.90848,294.32257,290.86102,295.5185,297.10345
1994-05-04 12:00:00,2.0,29.000000000000004,-91.25,292.95572,292.95572,294.5444,295.90823,298.20255,296.6241,296.82684,296.19687,294.6092,292.21857,296.9099,296.07474,293.75934,294.18774,293.38257,296.4374,294.0441,296.58273,295.82944,294.79608,291.95395,295.83075,296.32312
1994-05-05 12:00:00,2.0,29.000000000000004,-91.25,294.17197,294.17197,295.6514,296.1027,297.90344,296.24585,295.20306,295.75677,295.5674,294.3812,296.81992,297.17145,293.41525,293.76688,294.89478,296.59235,294.36093,296.93668,295.213,294.8476,293.95215,296.33206,295.89224
1994-05-06 12:00:00,2.0,29.000000000000004,-91.25,294.45682,294.45682,296.33777,296.25653,298.02902,296.76895,295.4347,295.63467,295.75848,295.5466,296.30197,298.96732,293.75275,291.87888,292.83194,296.53192,288.68906,296.9421,295.2963,295.30447,295.48517,293.3719,296.56973
1994-05-07 12:00:00,2.0,29.000000000000004,-91.25,291.51028,291.51028,295.80157,296.6015,296.7094,297.4797,295.98407,295.22137,295.39484,295.99377,295.57455,299.04538,292.89807,289.31192,293.12292,296.80948,285.46017,296.9291,294.63544,296.18942,296.06802,293.7952,297.1683
1994-05-08 12:00:00,2.0,29.000000000000004,-91.25,291.88818,291.88818,295.66306,295.93088,297.39536,298.1172,294.68732,295.23615,296.49344,296.27567,295.6651,297.11676,293.79327,293.17807,294.1113,297.08008,286.7565,296.86343,295.49103,296.72833,296.24057,294.55576,297.05203
